ID,Name,TimeStamp,Type,User,X,Y,Z,race_id
1092,Новоясеневская 2,1417190380620,Raw,bishop,"-1,2256513","2,5297394","9,119636",1417190249
,bishop,1417190381409,Raw,,-0.1526825,0.9969269,9.924362,1417190249
,bishop,1417190382426,Raw,,-1.1490107,1.8782941,9.924362,1417190249
,bishop,1417190383455,Raw,,-0.61252624,2.7979815,9.081315,1417190249
,bishop,1417190384483,Raw,,0.4604425,1.8016534,7.931706,1417190249
,bishop,1417190385667,Raw,,-2.3752606,1.8016534,8.506511,1417190249
,bishop,1417190386683,Raw,,-1.7238153,1.8782941,11.572136,1417190249
,bishop,1417190387719,Raw,,-1.2256513,1.1885284,12.798386,1417190249
,bishop,1417190388735,Raw,,-0.68916684,1.6483722,12.223581,1417190249
,bishop,1417190389752,Raw,,14.83056,-7.7784247,-3.9859114,1417190249
,bishop,1417190390771,Raw,,11.305091,-4.636159,-2.989583,1417190249
,bishop,1417190391786,Raw,,10.385404,-6.8970575,-3.1045442,1417190249
,bishop,1417190392802,Raw,,11.535013,-6.858737,-4.0242314,1417190249
,bishop,1417190393817,Raw,,10.768606,-6.207292,-3.9475908,1417190249
,bishop,1417190394846,Raw,,10.500364,-6.7820964,-3.83263,1417190249
,bishop,1417190395872,Raw,,11.19013,-6.6671357,-4.8672786,1417190249
,bishop,1417190396886,Raw,,7.779622,-2.9883857,-4.7523174,1417190249
,bishop,1417190398016,Raw,,8.431067,-3.6398308,-4.292474,1417190249
,bishop,1417190399071,Raw,,7.51138,-2.8351045,-4.5223956,1417190249
,bishop,1417190400096,Raw,,8.73763,-2.6051824,-4.9055986,1417190249
,bishop,1417190401143,Raw,,9.005872,-2.29862,-5.403763,1417190249
,bishop,1417190402158,Raw,,9.504036,-2.7584639,-5.8636065,1417190249
,bishop,1417190403172,Raw,,9.082513,-3.294948,-5.327122,1417190249
,bishop,1417190404244,Raw,,9.274115,-3.2183075,-5.672005,1417190249
,bishop,1417190405260,Raw,,9.427396,-2.7967842,-6.32345,1417190249
,bishop,1417190406298,Raw,,9.810598,-3.6398308,-5.9785676,1417190249
,bishop,1417190407324,Raw,,9.695638,-4.023034,-5.3654423,1417190249
,bishop,1417190408348,Raw,,8.929232,-4.3295965,-5.403763,1417190249
,bishop,1417190409363,Raw,,10.270443,-4.137995,-6.5533724,1417190249
,bishop,1417190410393,Raw,,8.967552,-8.199948,-4.8672786,1417190249
,bishop,1417190411419,Raw,,8.622669,-8.6981125,-4.560716,1417190249
,bishop,1417190412444,Raw,,9.580677,-8.966354,-4.2541533,1417190249
,bishop,1417190413470,Raw,,9.657317,-9.311237,-4.0242314,1417190249
,bishop,1417190414505,Raw,,9.465716,-8.621471,-4.4074345,1417190249
,bishop,1417190415533,Raw,,9.389075,-8.123307,-3.717669,1417190249
,bishop,1417190416570,Raw,,8.584349,-7.7784247,-3.6793487,1417190249
,bishop,1417190417596,Raw,,8.431067,-7.970026,-2.8363018,1417190249
,bishop,1417190418624,Raw,,8.009544,-7.816745,-3.1045442,1417190249
,bishop,1417190419649,Raw,,7.4347396,-7.970026,-2.3381379,1417190249
,bishop,1417190420665,Raw,,7.4730597,-7.6634636,-2.491419,1417190249
,bishop,1417190421699,Raw,,6.2468095,-7.1269794,-2.108216,1417190249
,bishop,1417190422724,Raw,,17.47466,-5.1726437,3.754792,1417190249
,bishop,1417190423750,Raw,,-1.2256513,5.1355205,5.4408855,1417190249
,bishop,1417190424771,Raw,,5.786966,-6.092331,-2.9129424,1417190249
,bishop,1417190425805,Raw,,5.05888,-8.123307,-2.7979815,1417190249
,bishop,1417190426862,Raw,,3.7943096,-3.754792,3.5631902,1417190249
,bishop,1417190427877,Raw,,5.748646,-6.3988934,0.65084654,1417190249
,bishop,1417190428894,Raw,,6.0168877,-5.97737,0.4975653,1417190249
,bishop,1417190429909,Raw,,6.2468095,-5.479206,0.11436218,1417190249
,bishop,1417190430957,Raw,,5.901927,-5.0576825,0.22932312,1417190249
,bishop,1417190431975,Raw,,6.5533724,-4.7127995,0.1910028,1417190249
,bishop,1417190432990,Raw,,10.768606,-3.5631902,-0.53708315,1417190249
,bishop,1417190434004,Raw,,10.730287,-3.7931123,-0.88196594,1417190249
,bishop,1417190435023,Raw,,11.535013,-4.78944,-0.92028624,1417190249
,bishop,1417190436036,Raw,,12.914544,-5.2492843,-1.2268487,1417190249
,bishop,1417190437051,Raw,,12.033176,-5.479206,-0.49876282,1417190249
,bishop,1417190438090,Raw,,13.106146,-4.636159,-0.95860654,1417190249
,bishop,1417190439116,Raw,,8.584349,-3.52487,-1.5334113,1417190249
,bishop,1417190440255,Raw,,10.308763,-2.5285418,-2.721341,1417190249
,bishop,1417190442092,Raw,,9.657317,-3.294948,-1.1118878,1417190249
,bishop,1417190443180,Raw,,9.235794,-2.7201433,-1.7250128,1417190249
,bishop,1417190444195,Raw,,7.281458,-2.566862,-1.1118878,1417190249
,bishop,1417190445214,Raw,,3.1045442,-4.061354,-1.5334113,1417190249
,bishop,1417190446230,Raw,,7.5497003,-1.6471747,-0.88196594,1417190249
,bishop,1417190447285,Raw,,7.8179426,-2.0686982,-0.38380188,1417190249
,bishop,1417190448301,Raw,,7.971224,-2.4902215,-0.30716124,1417190249
,bishop,1417190449325,Raw,,11.26677,-3.9080732,-0.03891907,1417190249
,bishop,1417190450354,Raw,,12.4547,-3.3332684,-0.65204406,1417190249
,bishop,1417190451380,Raw,,9.848919,-3.294948,-0.26884094,1417190249
,bishop,1417190452397,Raw,,14.409037,-5.8240886,-1.6483722,1417190249
,bishop,1417190453411,Raw,,9.427396,-2.0686982,-1.8399738,1417190249
,bishop,1417190454433,Raw,,12.41638,-3.4865496,-0.95860654,1417190249
,bishop,1417190455461,Raw,,6.630013,2.9129424,-2.223177,1417190249
,bishop,1417190456488,Raw,,12.378059,-2.7967842,-2.4147785,1417190249
,bishop,1417190457514,Raw,,8.009544,-2.6435027,-1.265169,1417190249
,bishop,1417190458544,Raw,,7.588021,-2.5285418,-1.6483722,1417190249
,bishop,1417190459574,Raw,,6.630013,-3.8314326,-1.495091,1417190249
,bishop,1417190460598,Raw,,8.0861845,-2.413581,-2.5297394,1417190249
,bishop,1417190461614,Raw,,7.281458,-2.681823,-1.3418097,1417190249
,bishop,1417190462649,Raw,,9.235794,-3.141667,-1.9549347,1417190249
,bishop,1417190463665,Raw,,8.507709,-2.7584639,-2.989583,1417190249
,bishop,1417190464697,Raw,,11.649974,-2.8351045,-3.334466,1417190249
,bishop,1417190465724,Raw,,11.075169,-3.9847138,-1.7633331,1417190249
,bishop,1417190466781,Raw,,5.9785676,-2.681823,-1.6100519,1417190249
,bishop,1417190467807,Raw,,5.212161,-2.1453388,-1.5334113,1417190249
,bishop,1417190468833,Raw,,7.166497,-0.57420594,-1.6866925,1417190249
,bishop,1417190469871,Raw,,5.5953646,-1.2256513,-1.6866925,1417190249
,bishop,1417190470896,Raw,,4.5223956,-1.2256513,-0.42212218,1417190249
,bishop,1417190471939,Raw,,4.9822392,-1.1490107,-1.265169,1417190249
,bishop,1417190472976,Raw,,4.8672786,-1.3789325,-0.4604425,1417190249
,bishop,1417190474002,Raw,,4.943919,-1.2639716,-1.265169,1417190249
,bishop,1417190475028,Raw,,5.8636065,-1.3789325,-1.0352472,1417190249
,bishop,1417190476056,Raw,,6.783294,-1.7238153,-1.38013,1417190249
,bishop,1417190477098,Raw,,7.8562627,-1.7238153,-1.8016534,1417190249
,bishop,1417190478124,Raw,,7.971224,-2.1453388,-2.2614973,1417190249
,bishop,1417190479153,Raw,,8.469388,-1.7621356,-2.6447003,1417190249
,bishop,1417190480169,Raw,,9.5423565,-2.1453388,-1.9166144,1417190249
,bishop,1417190481198,Raw,,9.5423565,-2.2602997,-2.6830206,1417190249
,bishop,1417190482224,Raw,,10.883568,-2.5285418,-2.4147785,1417190249
,bishop,1417190483255,Raw,,8.431067,0.4604425,-1.8399738,1417190249
,bishop,1417190484289,Raw,,8.0861845,-4.4828777,-0.767005,1417190249
,bishop,1417190485312,Raw,,10.385404,-2.3369403,-1.1885284,1417190249
,bishop,1417190486340,Raw,,10.308763,-5.2492843,0.30596375,1417190249
,bishop,1417190487370,Raw,,1.8782941,0.88196594,-2.5297394,1417190249
,bishop,1417190489367,Raw,,7.0898566,-0.9957294,-2.2998176,1417190249
,bishop,1417190490382,Raw,,15.482005,-5.4025655,-0.84364563,1417190249
,bishop,1417190491397,Raw,,12.33974,-3.8314326,-0.23052064,1417190249
,bishop,1417190492415,Raw,,9.96388,-1.9154168,-0.65204406,1417190249
,bishop,1417190493431,Raw,,6.7449737,-2.0303779,-0.69036436,1417190249
,bishop,1417190494447,Raw,,7.971224,-4.7127995,-0.61372375,1417190249
,bishop,1417190495614,Raw,,7.51138,-5.019362,-0.84364563,1417190249
,bishop,1417190496644,Raw,,8.277786,-4.75112,-0.61372375,1417190249
,bishop,1417190497671,Raw,,8.201145,-4.8660808,-1.0352472,1417190249
,bishop,1417190498698,Raw,,9.120833,-5.2109637,-0.49876282,1417190249
,bishop,1417190499729,Raw,,8.814271,-5.2876043,-0.23052064,1417190249
,bishop,1417190500754,Raw,,8.929232,-5.325925,-0.07723938,1417190249
,bishop,1417190501769,Raw,,8.354427,-4.9044013,-0.30716124,1417190249
,bishop,1417190502811,Raw,,8.890911,-4.981042,-0.23052064,1417190249
,bishop,1417190503838,Raw,,7.971224,-5.019362,-0.34548157,1417190249
,bishop,1417190504864,Raw,,8.239466,-4.8660808,-0.30716124,1417190249
,bishop,1417190505898,Raw,,8.73763,-5.0960026,0.07604187,1417190249
,bishop,1417190506915,Raw,,8.316107,-6.3605733,-0.19220032,1417190249
,bishop,1417190507967,Raw,,8.507709,-6.5138545,-0.03891907,1417190249
,bishop,1417190508994,Raw,,8.316107,-6.858737,-0.38380188,1417190249
,bishop,1417190510017,Raw,,8.852591,-6.7437763,-0.26884094,1417190249
,bishop,1417190511040,Raw,,8.507709,-6.5138545,-0.8053253,1417190249
,bishop,1417190512062,Raw,,8.009544,-6.245612,-0.38380188,1417190249
,bishop,1417190513093,Raw,,8.201145,-6.7437763,-0.95860654,1417190249
,bishop,1417190514115,Raw,,8.392747,-6.5138545,-0.88196594,1417190249
,bishop,1417190515136,Raw,,8.890911,-7.1269794,0.7274872,1417190249
,bishop,1417190516162,Raw,,7.1281767,-4.406237,-0.30716124,1417190249
,bishop,1417190517187,Raw,,9.120833,-2.4902215,3.2183075,1417190249
,bishop,1417190518231,Raw,,9.120833,-1.187331,4.6744795,1417190249
,bishop,1417190519261,Raw,,-1.5705341,3.9092705,9.73276,1417190249
,bishop,1417190520289,Raw,,0.15388,2.2614973,8.46819,1417190249
,bishop,1417190521303,Raw,,-0.61252624,3.0662239,9.234596,1417190249
,bishop,1417190522318,Raw,,-0.07604187,2.7979815,9.579479,1417190249
,bishop,1417190523359,Raw,,-0.22932312,2.4147785,9.6178,1417190249
,bishop,1417190524390,Raw,,-0.03772156,3.1428645,9.157956,1417190249
,bishop,1417190525415,Raw,,-0.1526825,2.9512627,9.311237,1417190249
,bishop,1417190526448,Raw,,-0.7274872,2.4530988,9.464519,1417190249
,bishop,1417190527466,Raw,,-0.65084654,2.60638,9.464519,1417190249
,bishop,1417190528507,Raw,,-0.61252624,2.60638,9.502839,1417190249
,bishop,1417190529537,Raw,,-0.57420594,2.60638,9.502839,1417190249
,bishop,1417190530555,Raw,,-0.53588563,2.60638,9.426198,1417190249
,bishop,1417190531576,Raw,,-0.4975653,2.491419,9.502839,1417190249
,bishop,1417190532608,Raw,,-0.57420594,2.4147785,9.502839,1417190249
,bishop,1417190533629,Raw,,-0.61252624,2.491419,9.541159,1417190249
,bishop,1417190534652,Raw,,-0.4975653,2.4530988,9.502839,1417190249
,bishop,1417190535675,Raw,,-0.459245,2.4147785,9.502839,1417190249
,bishop,1417190536709,Raw,,-0.38260436,2.3381379,9.502839,1417190249
,bishop,1417190537736,Raw,,-0.34428406,2.4147785,9.579479,1417190249
,bishop,1417190538752,Raw,,-0.30596375,2.3764582,9.6178,1417190249
,bishop,1417190539775,Raw,,-0.4975653,2.2614973,9.541159,1417190249
,bishop,1417190540791,Raw,,-0.4209247,2.3381379,9.502839,1417190249
,bishop,1417190541827,Raw,,-0.34428406,2.3381379,9.541159,1417190249
,bishop,1417190542860,Raw,,-0.4209247,2.2998176,9.579479,1417190249
,bishop,1417190543897,Raw,,-0.26764342,2.3764582,9.579479,1417190249
,bishop,1417190544924,Raw,,-0.38260436,2.3381379,9.502839,1417190249
,bishop,1417190545938,Raw,,-0.30596375,2.3381379,9.502839,1417190249
,bishop,1417190546972,Raw,,-0.34428406,2.2998176,9.6178,1417190249
,bishop,1417190547997,Raw,,-0.38260436,2.2614973,9.464519,1417190249
,bishop,1417190549036,Raw,,-0.4209247,2.2998176,9.541159,1417190249
,bishop,1417190550064,Raw,,-0.38260436,2.3381379,9.541159,1417190249
,bishop,1417190551088,Raw,,-0.34428406,2.2998176,9.579479,1417190249
,bishop,1417190552104,Raw,,-0.38260436,2.2614973,9.65612,1417190249
,bishop,1417190553127,Raw,,-0.38260436,2.2998176,9.69444,1417190249
,bishop,1417190554159,Raw,,-0.8041278,2.0698957,9.771081,1417190249
,bishop,1417190555189,Raw,,0.0005987549,1.9549347,9.69444,1417190249
,bishop,1417190556219,Raw,,-0.4209247,2.491419,9.502839,1417190249
,bishop,1417190557238,Raw,,-0.53588563,2.491419,9.464519,1417190249
,bishop,1417190558257,Raw,,-0.26764342,2.5680597,9.464519,1417190249
,bishop,1417190559274,Raw,,-0.4209247,2.5297394,9.541159,1417190249
,bishop,1417190560299,Raw,,-0.38260436,2.7596612,9.349558,1417190249
,bishop,1417190561327,Raw,,-0.65084654,2.8363018,9.387877,1417190249
,bishop,1417190562360,Raw,,-0.68916684,2.8363018,9.311237,1417190249
,bishop,1417190563385,Raw,,-0.61252624,2.8363018,9.311237,1417190249
,bishop,1417190564418,Raw,,-0.65084654,2.8363018,9.387877,1417190249
,bishop,1417190565442,Raw,,-0.7274872,2.8363018,9.272917,1417190249
,bishop,1417190566473,Raw,,-0.8424481,2.9512627,9.6178,1417190249
,bishop,1417190567495,Raw,,-0.68916684,3.0279036,9.426198,1417190249
,bishop,1417190568524,Raw,,-0.7658075,2.9129424,9.387877,1417190249
,bishop,1417190569541,Raw,,-0.68916684,2.9512627,9.196277,1417190249
,bishop,1417190570576,Raw,,-0.7658075,2.874622,9.349558,1417190249
,bishop,1417190571601,Raw,,-0.8424481,2.874622,9.349558,1417190249
,bishop,1417190572634,Raw,,-0.7658075,2.7979815,9.272917,1417190249
,bishop,1417190573668,Raw,,-0.8807684,2.874622,9.962683,1417190249
2323,Битцевский парк 3,1417190573709,Raw,bishop,"-0,8807684","2,874622","9,962683",1417190249
